month,section,name,value_raw,value_num,source,note,void,partial,days_measured
2026-07,Pinned pages (GSC),/blog/fast-molecular-dynamics-in-numpy/ — position,5.8,5.8,GSC,"average position — LOWER IS BETTER, so a positive delta here is a WORSE rank",false,true,29
2026-07,Pinned pages (GSC),/blog/pulling-structured-data-from-unstructured-documents/ — CTR,0.00%,0.00,GSC,"a delta on this row is in percentage POINTS, not percent",false,true,29
2026-07,Pinned pages (GSC),/blog/pulling-structured-data-from-unstructured-documents/ — clicks,0,0,GSC,,false,true,29
2026-07,Pinned pages (GSC),/blog/pulling-structured-data-from-unstructured-documents/ — impressions,242,242,GSC,,false,true,29
2026-07,Pinned pages (GSC),/blog/pulling-structured-data-from-unstructured-documents/ — position,50.5,50.5,GSC,"average position — LOWER IS BETTER, so a positive delta here is a WORSE rank",false,true,29
2026-07,Pinned pages (GSC),/building/regwatch/02-fetching-the-gazette-inlabs-ingestor/ — CTR,0.00%,0.00,GSC,"a delta on this row is in percentage POINTS, not percent",false,true,29
2026-07,Pinned pages (GSC),/building/regwatch/02-fetching-the-gazette-inlabs-ingestor/ — clicks,0,0,GSC,,false,true,29
2026-07,Pinned pages (GSC),/building/regwatch/02-fetching-the-gazette-inlabs-ingestor/ — impressions,63,63,GSC,,false,true,29
2026-07,Pinned pages (GSC),/building/regwatch/02-fetching-the-gazette-inlabs-ingestor/ — position,3.8,3.8,GSC,"average position — LOWER IS BETTER, so a positive delta here is a WORSE rank",false,true,29
2026-07,Reach (Umami),cv_download (raw event count),5,5,Umami,,false,true,
2026-07,Reach (Umami),generate_lead (raw event count),0,0,Umami,,false,true,
2026-07,Reach (Umami),newsletter_signup (raw event count),0,0,Umami,,false,true,
2026-07,Reach (Umami),whatsapp_click (raw event count),1,1,Umami,,false,true,
2026-07,Search demand — totals (GSC),Average position,24.4,24.4,GSC,impression-weighted; unstable at low volume — a few points is not a trend,false,true,29
2026-07,Search demand — totals (GSC),CTR,0.49%,0.49,GSC,,false,true,29
2026-07,Search demand — totals (GSC),Clicks,6,6,GSC,,false,true,29
2026-07,Search demand — totals (GSC),Impressions,1217,1217,GSC,,false,true,29
2026-07,Sitemap health (GSC),https://bessavagner.com/sitemap-index.xml — URLs submitted,117,117,GSC,,false,true,29
2026-07,Sitemap health (GSC),https://bessavagner.com/sitemap-index.xml — days since last download,0,0,GSC,,false,true,29
2026-07,Top countries (GSC),BRA,71 impr · 0 clicks · 0.00% CTR · pos 14.8,,GSC,,false,true,29
2026-07,Top countries (GSC),DEU,28 impr · 0 clicks · 0.00% CTR · pos 39.4,,GSC,,false,true,29
2026-07,Top countries (GSC),IDN,38 impr · 0 clicks · 0.00% CTR · pos 30.9,,GSC,,false,true,29
2026-07,Top countries (GSC),USA,538 impr · 1 clicks · 0.19% CTR · pos 21.4,,GSC,,false,true,29
2026-07,Top countries (GSC),VNM,135 impr · 1 clicks · 0.74% CTR · pos 30.9,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/beating-browser-fingerprinting/,186 impr · 3 clicks · 1.61% CTR · pos 15.7,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/fast-molecular-dynamics-in-numpy/,38 impr · 0 clicks · 0.00% CTR · pos 5.8,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/idempotent-scheduled-jobs-with-celery-beat/,63 impr · 1 clicks · 1.59% CTR · pos 14.0,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/local-whisper-transcription-pipeline/,106 impr · 0 clicks · 0.00% CTR · pos 30.3,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/polymorphic-vaults-in-drf/,41 impr · 0 clicks · 0.00% CTR · pos 26.2,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/pulling-structured-data-from-unstructured-documents/,242 impr · 0 clicks · 0.00% CTR · pos 50.5,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/real-time-websockets-with-django-channels/,299 impr · 0 clicks · 0.00% CTR · pos 21.9,,GSC,,false,true,29
2026-07,Top pages (GSC),/blog/running-llm-generated-code-safely/,64 impr · 1 clicks · 1.56% CTR · pos 20.0,,GSC,,false,true,29
2026-07,Top pages (GSC),/building/regwatch/02-fetching-the-gazette-inlabs-ingestor/,63 impr · 0 clicks · 0.00% CTR · pos 3.8,,GSC,,false,true,29
2026-07,Top pages (GSC),/building/turmarium/03-good-fences-import-boundary/,22 impr · 0 clicks · 0.00% CTR · pos 6.0,,GSC,,false,true,29
2026-07,Top queries (GSC),django channels asyncwebsocketconsumer database_sync_to_async orm docs,8 impr · 0 clicks · 0.00% CTR · pos 7.4,,GSC,,false,true,29
2026-07,Top queries (GSC),django channels database_sync_to_async orm async consumer docs,13 impr · 0 clicks · 0.00% CTR · pos 7.5,,GSC,,false,true,29
2026-07,Top queries (GSC),django real time,5 impr · 0 clicks · 0.00% CTR · pos 23.0,,GSC,,false,true,29
2026-07,Top queries (GSC),how to safely execute code generated by an llm,10 impr · 0 clicks · 0.00% CTR · pos 29.2,,GSC,,false,true,29
2026-07,Top queries (GSC),structured data extraction,7 impr · 0 clicks · 0.00% CTR · pos 87.3,,GSC,,false,true,29
2026-07,Top queries (GSC),structured data from documents,6 impr · 0 clicks · 0.00% CTR · pos 68.5,,GSC,,false,true,29
2026-07,Top queries (GSC),tapping into unstructured data,15 impr · 0 clicks · 0.00% CTR · pos 72.4,,GSC,,false,true,29
2026-07,Top queries (GSC),unstructured data extraction,41 impr · 0 clicks · 0.00% CTR · pos 63.1,,GSC,,false,true,29
2026-07,Top queries (GSC),unstructured data extraction tools,7 impr · 0 clicks · 0.00% CTR · pos 67.1,,GSC,,false,true,29
2026-07,Top queries (GSC),unstructured to structured data,7 impr · 0 clicks · 0.00% CTR · pos 56.6,,GSC,,false,true,29
